name	taxonomy_id	taxonomy_lvl	14_species.bracken_num	14_species.bracken_frac	17_species.bracken_num	17_species.bracken_frac	19_species.bracken_num	19_species.bracken_frac	20_species.bracken_num	20_species.bracken_frac	2126_species.bracken_num	2126_species.bracken_frac	22a_species.bracken_num	22a_species.bracken_frac	22b_species.bracken_num	22b_species.bracken_frac	25_species.bracken_num	25_species.bracken_frac	2621_species.bracken_num	2621_species.bracken_frac	27_species.bracken_num	27_species.bracken_frac	Stan_species.bracken_num	Stan_species.bracken_frac
Butyricicoccus sp. GAM44	2109686	S	2553	0.00010	697	0.00003	1666	0.00008	1243	0.00004	88	0.00001	2411	0.00028	6241	0.00030	1042	0.00007	1457	0.00010	461	0.00004	434	0.00004
Alkaliphilus oremlandii	461876	S	999	0.00004	1410	0.00007	458	0.00002	950	0.00003	341	0.00004	230	0.00003	590	0.00003	812	0.00005	491	0.00003	432	0.00003	293	0.00003
Alkaliphilus metalliredigens	208226	S	579	0.00002	1154	0.00005	532	0.00002	923	0.00003	197	0.00002	301	0.00004	620	0.00003	559	0.00004	586	0.00004	462	0.00004	301	0.00003
Geosporobacter ferrireducens	1424294	S	1127	0.00005	2104	0.00010	726	0.00003	1693	0.00005	437	0.00005	432	0.00005	1057	0.00005	937	0.00006	1060	0.00007	1007	0.00008	588	0.00006
Caloramator sp. E03	2576307	S	878	0.00004	1638	0.00008	401	0.00002	1313	0.00004	342	0.00004	332	0.00004	802	0.00004	641	0.00004	637	0.00004	914	0.00007	415	0.00004
Crassaminicella sp. SY095	2599308	S	908	0.00004	1828	0.00008	417	0.00002	1015	0.00003	303	0.00003	314	0.00004	777	0.00004	753	0.00005	792	0.00005	552	0.00004	451	0.00004
Hathewaya histolytica	1498	S	885	0.00004	1734	0.00008	410	0.00002	1236	0.00004	352	0.00004	274	0.00003	693	0.00003	715	0.00005	647	0.00004	458	0.00004	457	0.00005
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	325	0.00001	524	0.00002	249	0.00001	1012	0.00003	194	0.00002	134	0.00002	366	0.00002	143	0.00001	571	0.00004	429	0.00003	199	0.00002
Candidatus Arthromitus sp. SFB-mouse-NL	1508644	S	112	0.00000	415	0.00002	3	0.00000	235	0.00001	56	0.00001	0	0.00000	21	0.00000	152	0.00001	78	0.00001	179	0.00001	40	0.00000
Candidatus Arthromitus sp. SFB-mouse	49118	S	128	0.00001	605	0.00003	241	0.00001	97	0.00000	1	0.00000	65	0.00001	101	0.00000	3	0.00000	146	0.00001	6	0.00000	120	0.00001
Caloranaerobacter azorensis	116090	S	504	0.00002	1588	0.00007	286	0.00001	581	0.00002	258	0.00003	247	0.00003	506	0.00002	271	0.00002	405	0.00003	284	0.00002	287	0.00003
Eubacterium sp. NSJ-61	2764325	S	39206	0.00159	69315	0.00320	45583	0.00213	31672	0.00093	10351	0.00118	16194	0.00191	39723	0.00194	109528	0.00737	36354	0.00245	15681	0.00121	27678	0.00273
Eubacterium maltosivorans	2041044	S	30921	0.00125	16708	0.00077	8285	0.00039	6377	0.00019	2681	0.00031	2165	0.00026	5177	0.00025	15024	0.00101	45627	0.00308	6003	0.00046	6472	0.00064
[Eubacterium] cellulosolvens	29322	S	19568	0.00079	15514	0.00072	10289	0.00048	28528	0.00084	7509	0.00086	8185	0.00096	19826	0.00097	16801	0.00113	19016	0.00128	7662	0.00059	6425	0.00063
Eubacterium limosum	1736	S	5470	0.00022	13277	0.00061	7451	0.00035	23581	0.00069	7806	0.00089	2089	0.00025	5277	0.00026	6530	0.00044	5432	0.00037	3790	0.00029	5628	0.00055
Eubacterium callanderi	53442	S	3748	0.00015	4338	0.00020	2304	0.00011	4063	0.00012	1591	0.00018	4116	0.00048	10108	0.00049	2226	0.00015	4255	0.00029	3562	0.00028	3354	0.00033
Acetobacterium woodii	33952	S	853	0.00003	998	0.00005	454	0.00002	1084	0.00003	371	0.00004	305	0.00004	778	0.00004	634	0.00004	748	0.00005	604	0.00005	388	0.00004
Acetobacterium sp. KB-1	2184575	S	789	0.00003	1700	0.00008	544	0.00003	1057	0.00003	250	0.00003	364	0.00004	909	0.00004	543	0.00004	716	0.00005	502	0.00004	366	0.00004
Clostridiales bacterium Choco116	2109689	S	18644	0.00076	20487	0.00095	12203	0.00057	15458	0.00045	13913	0.00159	891	0.00010	1765	0.00009	9438	0.00064	20476	0.00138	2594	0.00020	10137	0.00100
Christensenella minuta	626937	S	11176	0.00045	47006	0.00217	24013	0.00112	18492	0.00054	30497	0.00348	8820	0.00104	22256	0.00109	44127	0.00297	25297	0.00171	25644	0.00198	13653	0.00135
Christensenella sp. Marseille-P3954	2086585	S	6735	0.00027	36081	0.00167	8423	0.00039	8087	0.00024	4387	0.00050	1671	0.00020	3913	0.00019	3088	0.00021	7633	0.00052	6522	0.00050	4684	0.00046
Mageeibacillus indolicus	884684	S	5793	0.00023	4914	0.00023	2471	0.00012	2584	0.00008	1943	0.00022	496	0.00006	1268	0.00006	1787	0.00012	2268	0.00015	1414	0.00011	1212	0.00012
Hungateiclostridium clariflavum	288965	S	1833	0.00007	2375	0.00011	826	0.00004	2190	0.00006	577	0.00007	827	0.00010	1940	0.00009	1562	0.00011	1231	0.00008	1679	0.00013	762	0.00008
Hungateiclostridium thermocellum	1515	S	1440	0.00006	3261	0.00015	764	0.00004	1480	0.00004	603	0.00007	567	0.00007	1477	0.00007	1070	0.00007	1149	0.00008	1587	0.00012	727	0.00007
Hungateiclostridium saccincola	1677857	S	814	0.00003	1759	0.00008	484	0.00002	986	0.00003	377	0.00004	293	0.00003	768	0.00004	647	0.00004	735	0.00005	588	0.00005	477	0.00005
Ruminiclostridium sp. MA18	2488810	S	1905	0.00008	2692	0.00012	1077	0.00005	1716	0.00005	524	0.00006	827	0.00010	1848	0.00009	1585	0.00011	1440	0.00010	2015	0.00016	877	0.00009
Ruminiclostridium cellulolyticum	1521	S	1738	0.00007	1854	0.00009	1046	0.00005	1978	0.00006	715	0.00008	871	0.00010	2202	0.00011	1758	0.00012	1395	0.00009	1139	0.00009	693	0.00007
Pseudoclostridium thermosuccinogenes	84032	S	1603	0.00006	3437	0.00016	1168	0.00005	1739	0.00005	704	0.00008	673	0.00008	1769	0.00009	1431	0.00010	1389	0.00009	1218	0.00009	827	0.00008
Thermoclostridium stercorarium	1510	S	1209	0.00005	2989	0.00014	827	0.00004	1101	0.00003	538	0.00006	471	0.00006	1112	0.00005	964	0.00006	1075	0.00007	1221	0.00009	546	0.00005
Fastidiosipila sanguinis	236753	S	704	0.00003	2052	0.00009	457	0.00002	571	0.00002	192	0.00002	249	0.00003	610	0.00003	1733	0.00012	830	0.00006	617	0.00005	257	0.00003
Desulfosporosinus meridiei	79209	S	688	0.00003	591	0.00003	327	0.00002	571	0.00002	269	0.00003	145	0.00002	335	0.00002	321	0.00002	423	0.00003	318	0.00002	215	0.00002
Desulfosporosinus acidiphilus	885581	S	542	0.00002	928	0.00004	332	0.00002	676	0.00002	263	0.00003	362	0.00004	778	0.00004	465	0.00003	447	0.00003	320	0.00002	212	0.00002
Desulfosporosinus orientis	1563	S	488	0.00002	840	0.00004	206	0.00001	554	0.00002	144	0.00002	235	0.00003	534	0.00003	489	0.00003	372	0.00003	289	0.00002	182	0.00002
Desulfosporosinus youngiae	339862	S	411	0.00002	1121	0.00005	358	0.00002	566	0.00002	260	0.00003	249	0.00003	603	0.00003	363	0.00002	689	0.00005	383	0.00003	253	0.00002
Dehalobacter sp. CF	1131462	S	1207	0.00005	1809	0.00008	387	0.00002	789	0.00002	235	0.00003	397	0.00005	807	0.00004	693	0.00005	703	0.00005	563	0.00004	380	0.00004
Dehalobacter sp. DCA	1147129	S	6	0.00000	369	0.00002	266	0.00001	70	0.00000	141	0.00002	19	0.00000	37	0.00000	23	0.00000	174	0.00001	141	0.00001	6	0.00000
Dehalobacter restrictus	55583	S	564	0.00002	1951	0.00009	740	0.00003	1283	0.00004	472	0.00005	362	0.00004	930	0.00005	898	0.00006	973	0.00007	800	0.00006	420	0.00004
Desulfitobacterium hafniense	49338	S	746	0.00003	2098	0.00010	630	0.00003	1019	0.00003	363	0.00004	294	0.00003	636	0.00003	880	0.00006	955	0.00006	739	0.00006	458	0.00005
Desulfitobacterium dehalogenans	36854	S	312	0.00001	834	0.00004	277	0.00001	549	0.00002	109	0.00001	132	0.00002	366	0.00002	342	0.00002	428	0.00003	363	0.00003	178	0.00002
Desulfitobacterium metallireducens	142877	S	244	0.00001	630	0.00003	248	0.00001	467	0.00001	164	0.00002	104	0.00001	313	0.00002	238	0.00002	225	0.00002	316	0.00002	121	0.00001
Desulfitobacterium dichloroeliminans	233055	S	249	0.00001	1031	0.00005	331	0.00002	680	0.00002	211	0.00002	153	0.00002	346	0.00002	370	0.00002	420	0.00003	390	0.00003	249	0.00002
Desulfotomaculum reducens	59610	S	555	0.00002	555	0.00003	295	0.00001	512	0.00001	160	0.00002	122	0.00001	305	0.00001	355	0.00002	376	0.00003	250	0.00002	127	0.00001
Desulfotomaculum ferrireducens	1833852	S	412	0.00002	731	0.00003	272	0.00001	521	0.00002	128	0.00001	95	0.00001	226	0.00001	347	0.00002	226	0.00002	299	0.00002	133	0.00001
Desulfotomaculum ruminis	1564	S	334	0.00001	1476	0.00007	356	0.00002	433	0.00001	195	0.00002	103	0.00001	261	0.00001	467	0.00003	474	0.00003	448	0.00003	260	0.00003
Desulfotomaculum nigrificans	1565	S	247	0.00001	806	0.00004	252	0.00001	231	0.00001	123	0.00001	85	0.00001	178	0.00001	224	0.00002	229	0.00002	223	0.00002	146	0.00001
Desulfallas gibsoniae	102134	S	982	0.00004	1414	0.00007	654	0.00003	1043	0.00003	370	0.00004	329	0.00004	685	0.00003	661	0.00004	666	0.00004	646	0.00005	338	0.00003
Dehalobacterium formicoaceticum	51515	S	683	0.00003	2908	0.00013	622	0.00003	940	0.00003	466	0.00005	366	0.00004	855	0.00004	651	0.00004	1018	0.00007	850	0.00007	473	0.00005
Thermoanaerosceptrum fracticalcis	1712410	S	412	0.00002	1139	0.00005	307	0.00001	559	0.00002	147	0.00002	198	0.00002	495	0.00002	324	0.00002	464	0.00003	252	0.00002	182	0.00002
Thermincola potens	863643	S	393	0.00002	850	0.00004	256	0.00001	696	0.00002	147	0.00002	163	0.00002	398	0.00002	339	0.00002	331	0.00002	447	0.00003	166	0.00002
Desulfofarcimen acetoxidans	58138	S	276	0.00001	885	0.00004	163	0.00001	368	0.00001	130	0.00001	145	0.00002	305	0.00001	368	0.00002	331	0.00002	304	0.00002	158	0.00002
Syntrophobotulus glycolicus	51197	S	268	0.00001	1321	0.00006	408	0.00002	407	0.00001	216	0.00002	277	0.00003	583	0.00003	363	0.00002	640	0.00004	399	0.00003	277	0.00003
Candidatus Desulforudis audaxviator	471827	S	243	0.00001	1139	0.00005	220	0.00001	291	0.00001	93	0.00001	51	0.00001	134	0.00001	121	0.00001	277	0.00002	186	0.00001	163	0.00002
Petrocella atlantisensis	2173034	S	2195	0.00009	2200	0.00010	1325	0.00006	2448	0.00007	760	0.00009	947	0.00011	2171	0.00011	2422	0.00016	1768	0.00012	1024	0.00008	685	0.00007
Candidatus Syntrophocurvum alkaliphilum	2293317	S	255	0.00001	515	0.00002	95	0.00000	258	0.00001	59	0.00001	121	0.00001	312	0.00002	180	0.00001	240	0.00002	130	0.00001	119	0.00001
Syntrophomonas wolfei	863	S	231	0.00001	807	0.00004	223	0.00001	482	0.00001	97	0.00001	67	0.00001	136	0.00001	241	0.00002	263	0.00002	144	0.00001	158	0.00002
Syntrophothermus lipocalidus	86170	S	106	0.00000	389	0.00002	111	0.00001	302	0.00001	59	0.00001	49	0.00001	145	0.00001	78	0.00001	229	0.00002	105	0.00001	88	0.00001
Heliobacterium modesticaldum	35701	S	339	0.00001	3034	0.00014	824	0.00004	690	0.00002	231	0.00003	307	0.00004	851	0.00004	594	0.00004	799	0.00005	635	0.00005	350	0.00003
Heliorestis convoluta	356322	S	260	0.00001	611	0.00003	268	0.00001	353	0.00001	130	0.00001	147	0.00002	329	0.00002	255	0.00002	431	0.00003	249	0.00002	202	0.00002
Symbiobacterium thermophilum	2734	S	280	0.00001	2623	0.00012	553	0.00003	735	0.00002	262	0.00003	174	0.00002	344	0.00002	201	0.00001	552	0.00004	662	0.00005	328	0.00003
Caldicellulosiruptor obsidiansis	717609	S	616	0.00002	481	0.00002	192	0.00001	796	0.00002	113	0.00001	163	0.00002	365	0.00002	498	0.00003	338	0.00002	252	0.00002	192	0.00002
Caldicellulosiruptor kronotskyensis	413889	S	745	0.00003	661	0.00003	185	0.00001	489	0.00001	126	0.00001	111	0.00001	324	0.00002	320	0.00002	262	0.00002	174	0.00001	204	0.00002
Caldicellulosiruptor saccharolyticus	44001	S	544	0.00002	425	0.00002	117	0.00001	276	0.00001	105	0.00001	103	0.00001	250	0.00001	179	0.00001	251	0.00002	154	0.00001	111	0.00001
Caldicellulosiruptor changbaiensis	1222016	S	177	0.00001	421	0.00002	120	0.00001	315	0.00001	81	0.00001	230	0.00003	550	0.00003	260	0.00002	252	0.00002	320	0.00002	120	0.00001
Caldicellulosiruptor hydrothermalis	413888	S	151	0.00001	184	0.00001	92	0.00000	260	0.00001	89	0.00001	112	0.00001	239	0.00001	99	0.00001	126	0.00001	316	0.00002	71	0.00001
Caldicellulosiruptor owensensis	55205	S	99	0.00000	516	0.00002	211	0.00001	146	0.00000	211	0.00002	214	0.00003	582	0.00003	74	0.00000	349	0.00002	196	0.00002	205	0.00002
Caldicellulosiruptor bescii	31899	S	121	0.00000	203	0.00001	188	0.00001	167	0.00000	92	0.00001	148	0.00002	336	0.00002	126	0.00001	162	0.00001	127	0.00001	82	0.00001
Caldicellulosiruptor lactoaceticus	52766	S	110	0.00000	141	0.00001	223	0.00001	160	0.00000	67	0.00001	30	0.00000	66	0.00000	201	0.00001	115	0.00001	94	0.00001	52	0.00001
Caldicellulosiruptor kristjanssonii	52765	S	31	0.00000	339	0.00002	27	0.00000	145	0.00000	73	0.00001	28	0.00000	151	0.00001	70	0.00000	178	0.00001	347	0.00003	72	0.00001
Thermoanaerobacterium thermosaccharolyticum	1517	S	958	0.00004	1871	0.00009	471	0.00002	1017	0.00003	413	0.00005	452	0.00005	1183	0.00006	1067	0.00007	768	0.00005	842	0.00007	461	0.00005
Thermoanaerobacterium sp. RBIITD	1550240	S	757	0.00003	1177	0.00005	300	0.00001	738	0.00002	194	0.00002	159	0.00002	324	0.00002	435	0.00003	424	0.00003	432	0.00003	297	0.00003
Thermoanaerobacterium aotearoense	47490	S	326	0.00001	561	0.00003	239	0.00001	331	0.00001	192	0.00002	181	0.00002	421	0.00002	419	0.00003	298	0.00002	154	0.00001	144	0.00001
Thermoanaerobacterium xylanolyticum	29329	S	345	0.00001	758	0.00003	129	0.00001	554	0.00002	152	0.00002	191	0.00002	394	0.00002	364	0.00002	347	0.00002	321	0.00002	235	0.00002
Thermoanaerobacter kivui	2325	S	238	0.00001	356	0.00002	114	0.00001	336	0.00001	114	0.00001	114	0.00001	215	0.00001	360	0.00002	248	0.00002	334	0.00003	159	0.00002
Thermoanaerobacter mathranii	583357	S	291	0.00001	234	0.00001	21	0.00000	284	0.00001	19	0.00000	78	0.00001	194	0.00001	108	0.00001	87	0.00001	62	0.00000	61	0.00001
Thermoanaerobacter italicus	108150	S	262	0.00001	327	0.00002	73	0.00000	233	0.00001	69	0.00001	27	0.00000	103	0.00001	154	0.00001	86	0.00001	131	0.00001	58	0.00001
Thermoanaerobacter wiegelii	46354	S	259	0.00001	411	0.00002	236	0.00001	664	0.00002	151	0.00002	90	0.00001	224	0.00001	213	0.00001	285	0.00002	230	0.00002	134	0.00001
Thermoanaerobacter siderophilus	106578	S	117	0.00000	341	0.00002	93	0.00000	87	0.00000	0	0.00000	21	0.00000	63	0.00000	25	0.00000	25	0.00000	52	0.00000	16	0.00000
Thermoanaerobacter ethanolicus	1757	S	65	0.00000	77	0.00000	28	0.00000	4	0.00000	0	0.00000	0	0.00000	58	0.00000	0	0.00000	114	0.00001	40	0.00000	15	0.00000
Moorella thermoacetica	1525	S	366	0.00001	1393	0.00006	454	0.00002	500	0.00001	149	0.00002	151	0.00002	436	0.00002	280	0.00002	449	0.00003	301	0.00002	163	0.00002
Moorella glycerini	55779	S	178	0.00001	1300	0.00006	255	0.00001	418	0.00001	133	0.00002	74	0.00001	173	0.00001	249	0.00002	293	0.00002	216	0.00002	144	0.00001
Ammonifex degensii	42838	S	104	0.00000	834	0.00004	231	0.00001	218	0.00001	111	0.00001	81	0.00001	261	0.00001	78	0.00001	352	0.00002	95	0.00001	94	0.00001
Thermacetogenium phaeum	85874	S	367	0.00001	1131	0.00005	332	0.00002	613	0.00002	163	0.00002	58	0.00001	144	0.00001	390	0.00003	339	0.00002	217	0.00002	173	0.00002
Caldanaerobacter subterraneus	911092	S	306	0.00001	866	0.00004	156	0.00001	341	0.00001	79	0.00001	59	0.00001	151	0.00001	278	0.00002	208	0.00001	274	0.00002	106	0.00001
Carboxydothermus hydrogenoformans	129958	S	152	0.00001	442	0.00002	156	0.00001	274	0.00001	55	0.00001	68	0.00001	176	0.00001	108	0.00001	163	0.00001	170	0.00001	77	0.00001
Thermanaeromonas toyohensis	161154	S	83	0.00000	320	0.00001	74	0.00000	151	0.00000	38	0.00000	35	0.00000	95	0.00000	68	0.00000	138	0.00001	78	0.00001	45	0.00000
Mahella australiensis	252966	S	482	0.00002	2048	0.00009	417	0.00002	686	0.00002	209	0.00002	277	0.00003	675	0.00003	469	0.00003	599	0.00004	503	0.00004	289	0.00003
Thermodesulfobium acidiphilum	1794699	S	67	0.00000	262	0.00001	35	0.00000	95	0.00000	31	0.00000	24	0.00000	75	0.00000	29	0.00000	45	0.00000	43	0.00000	30	0.00000
Thermodesulfobium narugense	184064	S	23	0.00000	57	0.00000	29	0.00000	21	0.00000	8	0.00000	7	0.00000	14	0.00000	15	0.00000	36	0.00000	27	0.00000	19	0.00000
Halocella sp. SP3-1	2382161	S	754	0.00003	678	0.00003	175	0.00001	692	0.00002	250	0.00003	128	0.00002	315	0.00002	514	0.00003	385	0.00003	214	0.00002	177	0.00002
Halanaerobium hydrogeniformans	656519	S	214	0.00001	425	0.00002	137	0.00001	331	0.00001	72	0.00001	66	0.00001	169	0.00001	156	0.00001	182	0.00001	205	0.00002	132	0.00001
Halanaerobium praevalens	2331	S	152	0.00001	389	0.00002	139	0.00001	329	0.00001	60	0.00001	55	0.00001	146	0.00001	212	0.00001	247	0.00002	265	0.00002	94	0.00001
Halothermothrix orenii	31909	S	131	0.00001	307	0.00001	147	0.00001	261	0.00001	40	0.00000	94	0.00001	236	0.00001	342	0.00002	293	0.00002	139	0.00001	107	0.00001
Anoxybacter fermentans	1323375	S	509	0.00002	693	0.00003	236	0.00001	700	0.00002	166	0.00002	203	0.00002	510	0.00002	560	0.00004	326	0.00002	264	0.00002	212	0.00002
Acetohalobium arabaticum	28187	S	356	0.00001	398	0.00002	122	0.00001	418	0.00001	99	0.00001	150	0.00002	335	0.00002	258	0.00002	212	0.00001	150	0.00001	119	0.00001
Halobacteroides halobius	42422	S	93	0.00000	369	0.00002	26	0.00000	169	0.00000	28	0.00000	73	0.00001	182	0.00001	155	0.00001	164	0.00001	73	0.00001	60	0.00001
Tepidanaerobacter acetatoxydans	499229	S	275	0.00001	926	0.00004	242	0.00001	492	0.00001	243	0.00003	162	0.00002	361	0.00002	413	0.00003	299	0.00002	453	0.00004	210	0.00002
Biomaibacter acetigenes	2316383	S	252	0.00001	1004	0.00005	265	0.00001	350	0.00001	127	0.00001	169	0.00002	389	0.00002	356	0.00002	266	0.00002	285	0.00002	184	0.00002
Thermosediminibacter oceani	291990	S	148	0.00001	1334	0.00006	185	0.00001	93	0.00000	115	0.00001	52	0.00001	122	0.00001	116	0.00001	187	0.00001	161	0.00001	122	0.00001
Natranaerobius thermophilus	375929	S	148	0.00001	192	0.00001	56	0.00000	272	0.00001	49	0.00001	44	0.00001	115	0.00001	41	0.00000	94	0.00001	99	0.00001	55	0.00001
Longibaculum sp. KGMB06250	2584943	S	841743	0.03412	249696	0.01153	102003	0.00476	573319	0.01680	65512	0.00747	74161	0.00874	209996	0.01025	177094	0.01192	128404	0.00867	213161	0.01648	124772	0.01230
[Clostridium] innocuum	1522	S	58670	0.00238	30684	0.00142	37595	0.00175	73509	0.00215	21745	0.00248	10042	0.00118	24944	0.00122	57655	0.00388	28231	0.00191	34173	0.00264	17551	0.00173
Erysipelatoclostridium ramosum	1547	S	3183	0.00013	57436	0.00265	1402	0.00007	12743	0.00037	2963	0.00034	1885	0.00022	5437	0.00027	10150	0.00068	2671	0.00018	2189	0.00017	2287	0.00023
Faecalitalea cylindroides	39483	S	52538	0.00213	42849	0.00198	67538	0.00315	106931	0.00313	44511	0.00508	39061	0.00460	99292	0.00485	91382	0.00615	64286	0.00434	37144	0.00287	33378	0.00329
Amedibacterium intestinale	2583452	S	15381	0.00062	13528	0.00062	9427	0.00044	20288	0.00059	5923	0.00068	6019	0.00071	15494	0.00076	16673	0.00112	14661	0.00099	7567	0.00058	5646	0.00056
Intestinibaculum porci	2487118	S	2870	0.00012	2633	0.00012	2235	0.00010	3803	0.00011	1370	0.00016	1125	0.00013	2707	0.00013	3325	0.00022	4562	0.00031	2233	0.00017	1267	0.00012
Erysipelothrix sp. HDW6C	2714930	S	394	0.00002	290	0.00001	116	0.00001	284	0.00001	110	0.00001	57	0.00001	135	0.00001	252	0.00002	258	0.00002	156	0.00001	76	0.00001
Erysipelothrix sp. HDW6A	2714928	S	333	0.00001	290	0.00001	137	0.00001	268	0.00001	83	0.00001	69	0.00001	213	0.00001	373	0.00003	225	0.00002	186	0.00001	73	0.00001
Erysipelothrix sp. HDW6B	2714929	S	128	0.00001	279	0.00001	144	0.00001	270	0.00001	143	0.00002	119	0.00001	314	0.00002	253	0.00002	234	0.00002	97	0.00001	108	0.00001
Erysipelothrix inopinata	225084	S	505	0.00002	463	0.00002	127	0.00001	473	0.00001	150	0.00002	170	0.00002	419	0.00002	434	0.00003	240	0.00002	167	0.00001	145	0.00001
Erysipelothrix larvae	1514105	S	277	0.00001	603	0.00003	424	0.00002	316	0.00001	87	0.00001	152	0.00002	302	0.00001	398	0.00003	236	0.00002	114	0.00001	87	0.00001
Erysipelothrix rhusiopathiae	1648	S	414	0.00002	1015	0.00005	244	0.00001	453	0.00001	123	0.00001	148	0.00002	411	0.00002	685	0.00005	393	0.00003	253	0.00002	175	0.00002
Erysipelothrix piscisicarius	2485784	S	325	0.00001	451	0.00002	253	0.00001	332	0.00001	141	0.00002	142	0.00002	427	0.00002	440	0.00003	280	0.00002	184	0.00001	188	0.00002
Faecalibaculum rodentium	1702221	S	1586	0.00006	4476	0.00021	1929	0.00009	2970	0.00009	728	0.00008	441	0.00005	1180	0.00006	2219	0.00015	3353	0.00023	2315	0.00018	1355	0.00013
Turicibacter sp. H121	1712675	S	452	0.00002	1871	0.00009	1450	0.00007	23021	0.00067	20616	0.00235	576	0.00007	1515	0.00007	870	0.00006	43839	0.00296	43215	0.00334	3229	0.00032
Turicibacter sanguinis	154288	S	407	0.00002	635	0.00003	377	0.00002	5879	0.00017	9024	0.00103	258	0.00003	629	0.00003	862	0.00006	6060	0.00041	11858	0.00092	1465	0.00014
Streptococcus salivarius	1304	S	57684	0.00234	747	0.00003	4052	0.00019	72415	0.00212	13250	0.00151	9502	0.00112	24004	0.00117	4326	0.00029	384	0.00003	20105	0.00155	3672	0.00036
Streptococcus sp. LPB0220	2610896	S	3718	0.00015	79	0.00000	4880	0.00023	599	0.00002	233	0.00003	219	0.00003	500	0.00002	354	0.00002	350	0.00002	2305	0.00018	185	0.00002
Streptococcus sp. HSISM1	1316408	S	3399	0.00014	147	0.00001	4247	0.00020	552	0.00002	208	0.00002	215	0.00003	526	0.00003	301	0.00002	324	0.00002	1937	0.00015	177	0.00002
Streptococcus sp. A12	1759399	S	1652	0.00007	57	0.00000	441	0.00002	5916	0.00017	1032	0.00012	388	0.00005	1016	0.00005	110	0.00001	2786	0.00019	342	0.00003	316	0.00003
Streptococcus sp. oral taxon 061	712623	S	1490	0.00006	121	0.00001	162	0.00001	1103	0.00003	436	0.00005	139	0.00002	418	0.00002	168	0.00001	282	0.00002	156	0.00001	82	0.00001
Streptococcus sp. FDAARGOS_192	1839799	S	2102	0.00009	44	0.00000	227	0.00001	4262	0.00012	521	0.00006	244	0.00003	711	0.00003	159	0.00001	85	0.00001	499	0.00004	214	0.00002
Streptococcus sp. oral taxon 431	712633	S	1334	0.00005	83	0.00000	182	0.00001	795	0.00002	219	0.00002	111	0.00001	306	0.00001	124	0.00001	248	0.00002	101	0.00001	80	0.00001
Streptococcus sp. I-P16	1156433	S	1939	0.00008	26	0.00000	304	0.00001	952	0.00003	1800	0.00021	223	0.00003	751	0.00004	73	0.00000	4955	0.00033	109	0.00001	96	0.00001
Streptococcus sp. I-G2	1156431	S	1696	0.00007	26	0.00000	162	0.00001	941	0.00003	1082	0.00012	256	0.00003	669	0.00003	62	0.00000	3837	0.00026	80	0.00001	101	0.00001
Streptococcus sp. HSISS2	1316411	S	1057	0.00004	85	0.00000	178	0.00001	1617	0.00005	225	0.00003	100	0.00001	210	0.00001	412	0.00003	86	0.00001	294	0.00002	63	0.00001
Streptococcus sp. 116-D4	2598453	S	418	0.00002	32	0.00000	68	0.00000	236	0.00001	111	0.00001	79	0.00001	183	0.00001	18	0.00000	104	0.00001	144	0.00001	34	0.00000
Streptococcus sp. HSISS3	1316412	S	669	0.00003	90	0.00000	93	0.00000	1384	0.00004	231	0.00003	128	0.00002	331	0.00002	34	0.00000	92	0.00001	305	0.00002	62	0.00001
Streptococcus sp. Z15	2173853	S	188	0.00001	381	0.00002	144	0.00001	200	0.00001	129	0.00001	83	0.00001	217	0.00001	176	0.00001	184	0.00001	440	0.00003	99	0.00001
Streptococcus sp. NPS 308	1902136	S	186	0.00001	32	0.00000	30	0.00000	152	0.00000	37	0.00000	13	0.00000	60	0.00000	43	0.00000	110	0.00001	35	0.00000	36	0.00000
Streptococcus sp. HSISS1	1316410	S	1478	0.00006	0	0.00000	230	0.00001	3024	0.00009	543	0.00006	262	0.00003	504	0.00002	80	0.00001	32	0.00000	467	0.00004	89	0.00001
Streptococcus sp. KS 6	2598457	S	133	0.00001	66	0.00000	128	0.00001	70	0.00000	62	0.00001	7	0.00000	35	0.00000	55	0.00000	62	0.00000	34	0.00000	27	0.00000
Streptococcus sp. HSISB1	1316409	S	148	0.00001	35	0.00000	33	0.00000	145	0.00000	38	0.00000	17	0.00000	75	0.00000	46	0.00000	28	0.00000	75	0.00001	22	0.00000
Streptococcus sp. 1643	2576376	S	121	0.00000	19	0.00000	33	0.00000	178	0.00001	31	0.00000	14	0.00000	48	0.00000	18	0.00000	141	0.00001	38	0.00000	16	0.00000
Streptococcus sp. CNU G2	2686210	S	142	0.00001	32	0.00000	37	0.00000	185	0.00001	64	0.00001	121	0.00001	341	0.00002	113	0.00001	22	0.00000	95	0.00001	11	0.00000
Streptococcus sp. oral taxon 064	712624	S	81	0.00000	12	0.00000	15	0.00000	93	0.00000	16	0.00000	24	0.00000	17	0.00000	27	0.00000	119	0.00001	25	0.00000	18	0.00000
Streptococcus sp. FDAARGOS_522	2420310	S	1148	0.00005	0	0.00000	0	0.00000	4946	0.00014	97	0.00001	0	0.00000	49	0.00000	0	0.00000	0	0.00000	566	0.00004	27	0.00000
Streptococcus sp. NSJ-72	2763068	S	60	0.00000	446	0.00002	21	0.00000	182	0.00001	15	0.00000	33	0.00000	76	0.00000	31	0.00000	35	0.00000	73	0.00001	14	0.00000
